1	2	x:23,y:344
2	1,2,5,8,10,11,13	x:209,y:300
2	2,3,4,6,14	x:462,y:107
3	2,7,9	x:400,y:46
4	2	x:388,y:75
5	2	x:81,y:56
6	2	x:52,y:287
7	3	x:211,y:315
8	2,12	x:380,y:426
9	3	x:35,y:417
10	2	x:154,y:240
11	2	x:20,y:176
12	8	x:209,y:86
13	2	x:215,y:235
14	2	x:70,y:343
