"Index";"Date";"Time";"Weather";"Temperature";"Visitors";"Subspecies";"Marking";"Age";"Individual";"Behaviour";"Group_Size";"Forested_Area";"Dangerous_Enclosure";"Area";"Time_of_Day";"Season";"On_Building";"Crows_per_Scan"
1;2014-01-08;953;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Foraging";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
2;2014-01-08;954;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Foraging";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
3;2014-01-08;956;"Clouds";"Cold";"Few";"CH";"Unmarked";NA;NA;"Foraging";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
4;2014-01-08;957;"Clouds";"Cold";"Few";"CH";"Marked";"Adult";"242";"Foraging";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
5;2014-01-08;1000;"Clouds";"Cold";"Few";"H";"Unmarked";NA;NA;"Foraging";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
6;2014-01-08;1002;"Clouds";"Cold";"Few";"H";"Marked";NA;NA;"Other";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
7;2014-01-08;1004;"Clouds";"Cold";"Few";"CH";"Unmarked";NA;NA;"Self-Directed";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
8;2014-01-08;1006;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Self-Directed";1;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";53
9;2014-01-08;1007;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Other";1;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";53
10;2014-01-08;1010;"Clouds";"Cold";"Few";"HH";"Marked";"Sub-Adult";"278";"Social";3;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";53
11;2014-01-08;1010;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Social";3;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";53
12;2014-01-08;1010;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Foraging";3;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";53
13;2014-01-08;1017;"Clouds";"Cold";"Few";"H";"Marked";"Adult";"57";"Self-Directed";1;"1";"1";"3";"Morning";"Non-Breeder_Season";"1";53
14;2014-01-08;1021;"Clouds";"Cold";"Few";"H";"Marked";"Adult";"53";"Foraging";1;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";53
15;2014-01-08;1023;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Other";1;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";53
16;2014-01-08;1026;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Foraging";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
17;2014-01-08;1029;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Social";1;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";53
18;2014-01-08;1035;"Clouds";"Cold";"Few";"CH";NA;NA;NA;"Self-Directed";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
19;2014-01-08;1036;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Other";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
20;2014-01-08;1040;"Clouds";"Cold";"Few";"C";"Marked";"Adult";"209";"Social";3;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
21;2014-01-08;1040;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Social";3;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
22;2014-01-08;1040;"Clouds";"Cold";"Few";"HH";"Marked";NA;NA;"Foraging";3;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
23;2014-01-08;1047;"Clouds";"Cold";"Few";"H";"Unmarked";NA;NA;"Other";3;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
24;2014-01-08;1047;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Foraging";3;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
25;2014-01-08;1047;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Other";3;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
26;2014-01-08;1058;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Foraging";1;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
27;2014-01-08;1059;"Clouds";"Cold";"Few";"C";"Marked";"Adult";"294";"Social";2;"1";"0";"0";"Morning";"Non-Breeder_Season";"0";53
28;2014-01-08;1059;"Clouds";"Cold";"Few";"CH";"Unmarked";NA;NA;"Social";2;"1";"0";"0";"Morning";"Non-Breeder_Season";"0";53
29;2014-01-08;1105;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Self-Directed";2;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
30;2014-01-08;1105;"Clouds";"Cold";"Few";"CH";"Unmarked";NA;NA;"Other";2;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
31;2014-01-08;1112;"Clouds";"Cold";"Few";"HH";"Marked";"Adult";"296";"Foraging";3;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
32;2014-01-08;1112;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Foraging";3;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
33;2014-01-08;1112;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Foraging";3;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
34;2014-01-08;1116;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Social";3;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
35;2014-01-08;1116;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Other";3;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
36;2014-01-08;1116;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Social";3;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
37;2014-01-08;1119;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Self-Directed";2;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
38;2014-01-08;1119;"Clouds";"Cold";"Few";"C";"Marked";"Adult";"295";"Other";2;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
39;2014-01-08;1128;"Clouds";"Cold";"Few";"HH";NA;NA;NA;"Social";1;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
40;2014-01-08;1130;"Clouds";"Cold";"Few";"HY";"Marked";NA;NA;"Other";5;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
41;2014-01-08;1130;"Clouds";"Cold";"Few";"HH";NA;NA;NA;"Other";5;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
42;2014-01-08;1130;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Other";5;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
43;2014-01-08;1130;"Clouds";"Cold";"Few";"CH";"Unmarked";NA;NA;"Foraging";5;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
44;2014-01-08;1130;"Clouds";"Cold";"Few";"C";"Marked";NA;NA;"Foraging";5;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
45;2014-01-08;1139;"Clouds";"Cold";"Few";"C";NA;NA;NA;"Social";2;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
46;2014-01-08;1139;"Clouds";"Cold";"Few";"HH";"Marked";"Adult";"186";"Social";2;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
47;2014-01-08;1143;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Other";3;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
48;2014-01-08;1143;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Other";3;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
49;2014-01-08;1143;"Clouds";"Cold";"Few";"CH";NA;NA;NA;"Foraging";3;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
50;2014-01-08;1145;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Other";1;"0";"0";"0";"Morning";"Non-Breeder_Season";"1";53
51;2014-01-08;1146;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Foraging";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";53
52;2014-01-08;1149;"Clouds";"Cold";"Few";"HY";"Marked";NA;NA;"Self-Directed";1;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";53
53;2014-01-08;1153;"Clouds";"Cold";"Few";"HY";"Marked";NA;NA;"Other";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"0";53
54;2014-01-08;1313;"Clouds";"Warm";"Few";"HH";"Unmarked";NA;NA;"Foraging";1;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
55;2014-01-08;1315;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Foraging";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
56;2014-01-08;1315;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Foraging";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
57;2014-01-08;1320;"Clouds";"Cold";"Few";"HH";"Marked";"Adult";"56";"Foraging";2;"1";"0";"1";"Afternoon";"Non-Breeder_Season";"1";60
58;2014-01-08;1320;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Self-Directed";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
59;2014-01-08;1328;"Clouds";"Cold";"Few";"HY";"Marked";NA;NA;"Social";1;"1";"0";"1";"Afternoon";"Non-Breeder_Season";"1";60
60;2014-01-08;1329;"Clouds";"Cold";"Few";"HY";NA;NA;NA;"Other";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
61;2014-01-08;1329;"Clouds";"Cold";"Few";"CH";"Unmarked";NA;NA;"Self-Directed";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
62;2014-01-08;1331;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Other";4;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
63;2014-01-08;1331;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Other";4;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
64;2014-01-08;1331;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Other";4;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
65;2014-01-08;1331;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Other";4;"1";"0";"3";"Afternoon";"Non-Breeder_Season";"1";60
66;2014-01-08;1333;"Clouds";"Cold";"Few";"C";"Unmarked";"Sub-Adult";NA;"Foraging";1;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
67;2014-01-08;1338;"Clouds";"Cold";"Few";"HY";NA;NA;NA;"Social";1;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
68;2014-01-08;1340;"Clouds";"Cold";"Few";"C";"Marked";"Adult";"294";"Social";10;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
69;2014-01-08;1340;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Social";10;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
70;2014-01-08;1340;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Foraging";10;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
71;2014-01-08;1340;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Foraging";10;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
72;2014-01-08;1340;"Clouds";"Cold";"Few";"H";"Unmarked";NA;NA;"Foraging";10;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
73;2014-01-08;1340;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Self-Directed";10;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
74;2014-01-08;1340;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Self-Directed";10;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
75;2014-01-08;1340;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Self-Directed";10;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
76;2014-01-08;1340;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Social";10;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
77;2014-01-08;1340;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Social";10;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
78;2014-01-08;1347;"Clouds";"Cold";"Few";"C";"Unmarked";"Sub-Adult";NA;"Social";6;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
79;2014-01-08;1347;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Social";6;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
80;2014-01-08;1347;"Clouds";"Cold";"Few";"CH";"Unmarked";NA;NA;"Foraging";6;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
81;2014-01-08;1347;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Social";6;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
82;2014-01-08;1347;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Social";6;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
83;2014-01-08;1347;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Social";6;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
84;2014-01-08;1353;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Social";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
85;2014-01-08;1353;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Social";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
86;2014-01-08;1355;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Other";1;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
87;2014-01-08;1357;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Social";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
88;2014-01-08;1357;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Other";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
89;2014-01-08;1400;"Clouds";"Cold";"Few";"C";"Unmarked";"Juvenile";NA;"Social";1;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
90;2014-01-08;1410;"Clouds";"Cold";"Few";"HH";NA;"Juvenile";NA;"Other";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
91;2014-01-08;1413;"Clouds";"Cold";"Few";"C";NA;"Sub-Adult";NA;"Foraging";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
92;2014-01-08;1417;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Social";2;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
93;2014-01-08;1417;"Clouds";"Cold";"Few";"HH";"Marked";NA;NA;"Foraging";2;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
94;2014-01-08;1430;"Clouds";"Cold";"Few";"H";"Marked";"Adult";"84";"Foraging";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
95;2014-01-08;1432;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Social";2;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
96;2014-01-08;1432;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Other";2;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
97;2014-01-08;1434;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Self-Directed";4;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
98;2014-01-08;1434;"Clouds";"Cold";"Few";"HH";NA;NA;NA;"Social";4;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
99;2014-01-08;1434;"Clouds";"Cold";"Few";"CH";"Unmarked";NA;NA;"Self-Directed";4;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
100;2014-01-08;1434;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Self-Directed";4;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
101;2014-01-08;1440;"Clouds";"Cold";"Few";"HH";"Marked";NA;NA;"Foraging";2;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
102;2014-01-08;1440;"Clouds";"Cold";"Few";"CH";"Marked";"Adult";"107";"Foraging";2;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
103;2014-01-08;1445;"Clouds";"Cold";"Few";"C";"Unmarked";NA;NA;"Social";3;"1";"0";"1";"Afternoon";"Non-Breeder_Season";"1";60
104;2014-01-08;1445;"Clouds";"Cold";"Few";"CH";"Unmarked";NA;NA;"Other";3;"1";"0";"1";"Afternoon";"Non-Breeder_Season";"1";60
105;2014-01-08;1445;"Clouds";"Cold";"Few";"HY";"Unmarked";NA;NA;"Social";3;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
106;2014-01-08;1447;"Clouds";"Cold";"Few";"CH";NA;NA;NA;"Social";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
107;2014-01-08;1453;"Clouds";"Cold";"Few";"CH";"Marked";"Adult";"242";"Foraging";1;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
108;2014-01-08;1500;"Clouds";"Cold";"Few";"H";"Marked";"Adult";"77";"Foraging";4;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
109;2014-01-08;1500;"Clouds";"Cold";"Few";"CH";"Unmarked";NA;NA;"Self-Directed";4;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
110;2014-01-08;1500;"Clouds";"Cold";"Few";"HH";"Unmarked";NA;NA;"Foraging";4;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
111;2014-01-08;1500;"Clouds";"Cold";"Few";"CH";"Unmarked";NA;NA;"Foraging";4;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
112;2014-01-08;1505;"Clouds";"Cold";"Few";"H";"Unmarked";NA;NA;"Self-Directed";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
113;2014-01-08;1505;"Clouds";"Cold";"Few";"H";"Unmarked";NA;NA;"Foraging";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";60
114;2014-01-11;1226;"Sun";"Warm";"Some";"HH";"Unmarked";NA;NA;"Foraging";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";24
115;2014-01-11;1229;"Sun";"Warm";"Some";"C";"Unmarked";NA;NA;"Self-Directed";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";24
116;2014-01-11;1230;"Sun";"Warm";"Some";"HH";"Unmarked";NA;NA;"Foraging";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";24
117;2014-01-11;1233;"Sun";"Warm";"Some";"C";NA;NA;NA;"Self-Directed";1;"1";"0";"2";"Morning";"Non-Breeder_Season";"1";24
118;2014-01-11;1236;"Sun";"Warm";"Some";"HH";"Marked";"Sub-Adult";"278";"Foraging";4;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";24
119;2014-01-11;1236;"Sun";"Warm";"Some";"H";"Unmarked";NA;NA;"Foraging";4;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";24
120;2014-01-11;1236;"Sun";"Warm";"Some";"H";"Unmarked";NA;NA;"Foraging";4;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";24
121;2014-01-11;1236;"Sun";"Warm";"Some";"H";"Marked";"Adult";"57";"Foraging";4;"1";"1";"3";"Morning";"Non-Breeder_Season";"1";24
122;2014-01-11;1238;"Sun";"Warm";"Some";"H";"Unmarked";NA;NA;"Other";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";24
123;2014-01-11;1243;"Sun";"Warm";"Some";"H";"Marked";"Adult";"53";"Foraging";1;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";24
124;2014-01-11;1244;"Sun";"Warm";"Some";"CH";"Unmarked";NA;NA;"Self-Directed";3;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";24
125;2014-01-11;1244;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Other";3;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";24
126;2014-01-11;1244;"Sun";"Warm";"Some";"HH";"Unmarked";NA;NA;"Foraging";3;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";24
127;2014-01-11;1249;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Social";2;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";24
128;2014-01-11;1249;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Other";2;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";24
129;2014-01-11;1252;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Foraging";4;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";24
130;2014-01-11;1252;"Sun";"Warm";"Some";"CH";"Unmarked";NA;NA;"Foraging";4;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";24
131;2014-01-11;1252;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Foraging";4;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";24
132;2014-01-11;1252;"Sun";"Warm";"Some";"CH";"Unmarked";NA;NA;"Foraging";4;"1";"0";"1";"Morning";"Non-Breeder_Season";"1";24
133;2014-01-11;1255;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Social";3;"1";"1";"1";"Morning";"Non-Breeder_Season";"1";24
134;2014-01-11;1255;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Foraging";3;"1";"1";"1";"Morning";"Non-Breeder_Season";"1";24
135;2014-01-11;1255;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Foraging";3;"1";"1";"1";"Morning";"Non-Breeder_Season";"1";24
136;2014-01-11;1257;"Sun";"Warm";"Some";"C";"Unmarked";"Sub-Adult";NA;"Foraging";2;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";24
137;2014-01-11;1257;"Sun";"Warm";"Some";"CH";"Marked";"Adult";"9";"Social";2;"1";"0";"0";"Morning";"Non-Breeder_Season";"1";24
138;2014-01-11;1300;"Sun";"Warm";"Some";"HH";"Unmarked";NA;NA;"Self-Directed";1;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
139;2014-01-11;1301;"Sun";"Warm";"Some";"HH";"Unmarked";"Juvenile";NA;"Social";1;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
140;2014-01-11;1303;"Sun";"Warm";"Some";"HH";"Unmarked";"Juvenile";NA;"Social";5;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
141;2014-01-11;1303;"Sun";"Warm";"Some";"C";"Unmarked";"Juvenile";NA;"Foraging";5;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
142;2014-01-11;1303;"Sun";"Warm";"Some";"HY";"Unmarked";"Juvenile";NA;"Self-Directed";5;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
143;2014-01-11;1303;"Sun";"Warm";"Some";"HH";"Unmarked";"Juvenile";NA;"Self-Directed";5;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
144;2014-01-11;1303;"Sun";"Warm";"Some";"HY";"Unmarked";"Juvenile";NA;"Self-Directed";5;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
145;2014-01-11;1307;"Sun";"Warm";"Some";"HY";"Unmarked";"Juvenile";NA;"Self-Directed";5;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
146;2014-01-11;1307;"Sun";"Warm";"Some";"CH";"Unmarked";"Juvenile";NA;"Self-Directed";5;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
147;2014-01-11;1307;"Sun";"Warm";"Some";"HY";"Unmarked";"Juvenile";NA;"Self-Directed";5;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
148;2014-01-11;1307;"Sun";"Warm";"Some";"HH";NA;"Juvenile";NA;"Self-Directed";5;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
149;2014-01-11;1307;"Sun";"Warm";"Some";"H";"Marked";"Adult";"208";"Foraging";5;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
150;2014-01-11;1318;"Sun";"Warm";"Some";"C";"Unmarked";"Juvenile";NA;"Self-Directed";1;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
151;2014-01-11;1321;"Sun";"Warm";"Some";"CH";"Unmarked";NA;NA;"Self-Directed";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
152;2014-01-11;1322;"Sun";"Warm";"Some";"CH";"Unmarked";NA;NA;"Social";1;"1";"0";"2";"Afternoon";"Non-Breeder_Season";"1";32
153;2014-01-11;1323;"Sun";"Warm";"Some";NA;"Marked";"Adult";"10";"Other";1;"1";"0";"2";"Afternoon";"Non-Breeder_Season";"1";32
154;2014-01-11;1328;"Sun";"Warm";"Some";"C";"Marked";"Adult";"275";"Other";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
155;2014-01-11;1330;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Self-Directed";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
156;2014-01-11;1332;"Sun";"Warm";"Some";"C";"Unmarked";NA;NA;"Self-Directed";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
157;2014-01-11;1337;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Other";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
158;2014-01-11;1338;"Sun";"Warm";"Some";"CH";NA;NA;NA;"Self-Directed";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
159;2014-01-11;1340;"Sun";"Warm";"Some";"C";"Marked";"Adult";"295";"Other";2;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
160;2014-01-11;1340;"Sun";"Warm";"Some";"HH";"Unmarked";NA;NA;"Foraging";2;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
161;2014-01-11;1344;"Sun";"Warm";"Some";"HH";"Marked";NA;NA;"Foraging";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
162;2014-01-11;1346;"Sun";"Warm";"Some";"HY";"Marked";NA;NA;"Other";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
163;2014-01-11;1350;"Sun";"Warm";"Some";"HH";"Marked";"Adult";"144";"Foraging";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
164;2014-01-11;1353;"Sun";"Warm";"Some";"HH";"Unmarked";NA;NA;"Other";1;"0";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
165;2014-01-11;1354;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Foraging";1;"1";"0";"1";"Afternoon";"Non-Breeder_Season";"1";32
166;2014-01-11;1356;"Sun";"Warm";"Some";"HH";"Unmarked";NA;NA;"Social";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
167;2014-01-11;1356;"Sun";"Warm";"Some";"HY";"Unmarked";NA;NA;"Self-Directed";2;"1";"0";"0";"Afternoon";"Non-Breeder_Season";"1";32
